"id_pub";"COD_PROV";"NOMBRE_ACTUAL";"POBLACION";"SUPERFICIE";"PERIMETRO";"COD_INE_CAPITAL";"CAPITAL";"POBLACION_CAPITAL";"LONGITUD_ETRS89";"LATITUD_ETRS89";"ALTITUD"
4114;"26";"Galbárruli";78;1543.0;16690;"26065000201";"Galbárruli";56;"-2,96136839";"42,62156359";646
4115;"26";"Galilea";385;974.0;22854;"26066000101";"Galilea";385;"-2,23751153";"42,34785983";563
4116;"26";"Gallinero de Cameros";19;1117.0;16447;"26067000101";"Gallinero de Cameros";19;"-2,61810189";"42,1726552";1060
4117;"26";"Gimileo";113;398.0;10109;"26068000101";"Gimileo";113;"-2,82164547";"42,55028335";482
4118;"26";"Grañón";249;3101.0;33472;"26069000101";"Grañón";249;"-3,02805817";"42,45027506";725
4119;"26";"Grávalos";182;3100.0;33241;"26070000101";"Grávalos";182;"-2,00138992";"42,10859664";767
4120;"26";"Haro";11633;4063.0;39531;"26071000101";"Haro";11633;"-2,84581519";"42,57805688";478
4121;"26";"Herce";332;1721.0;24734;"26072000101";"Herce";332;"-2,16557855";"42,21451808";605
4122;"26";"Herramélluri";102;1087.0;14888;"26073000101";"Herramélluri";95;"-3,01992619";"42,50237624";570
4123;"26";"Hervías";117;1414.0;20099;"26074000101";"Hervías";117;"-2,88760457";"42,4479254";641
4124;"26";"Hormilla";429;1585.0;18885;"26075000101";"Hormilla";429;"-2,77454946";"42,4377609";516
4125;"26";"Hormilleja";141;744.0;12758;"26076000101";"Hormilleja";141;"-2,73112829";"42,45554357";494
4126;"26";"Hornillos de Cameros";22;1190.0;22193;"26077000101";"Hornillos de Cameros";22;"-2,41907109";"42,21054577";1158
4127;"26";"Hornos de Moncalvillo";96;740.0;12212;"26078000101";"Hornos de Moncalvillo";96;"-2,58518565";"42,39139029";681
4128;"26";"Huércanos";866;2148.0;23233;"26079000101";"Huércanos";866;"-2,69422624";"42,42879317";512
4129;"26";"Igea";631;5424.0;43359;"26080000101";"Igea";631;"-2,01070117";"42,06990495";593
4130;"26";"Jalón de Cameros";19;842.0;12729;"26081000101";"Jalón de Cameros";19;"-2,48963775";"42,21822201";882
4131;"26";"Laguna de Cameros";110;4159.0;31062;"26082000101";"Laguna de Cameros";110;"-2,54289096";"42,17593717";1056
4132;"26";"Lagunilla del Jubera";333;3429.0;33779;"26083000101";"Lagunilla del Jubera";136;"-2,32192017";"42,33398145";643
4133;"26";"Lardero";11042;2061.0;19162;"26084000101";"Lardero";10661;"-2,46253648";"42,42703917";438
4134;"26";"Ledesma de la Cogolla";18;1213.0;16349;"26086000101";"Ledesma de la Cogolla";18;"-2,71975537";"42,319976";746
4135;"26";"Leiva";237;1271.0;15630;"26087000101";"Leiva";237;"-3,04719009";"42,50367443";587
4136;"26";"Leza de Río Leza";42;1112.0;15039;"26088000101";"Leza de Río Leza";36;"-2,40584109";"42,32922423";571
4137;"26";"Logroño";150808;7897.0;56107;"26089000201";"Logroño";148451;"-2,44565538";"42,46644945";384
4138;"26";"Lumbreras de Cameros";150;14290.0;55584;"26091000201";"Lumbreras de Cameros";119;"-2,62274621";"42,10444696";1184
4139;"26";"Manjarrés";117;616.0;10919;"26092000101";"Manjarrés";117;"-2,67557325";"42,39213255";629
4140;"26";"Mansilla de la Sierra";54;8475.0;58424;"26093000101";"Mansilla de la Sierra";46;"-2,94441661";"42,15324171";947
4141;"26";"Manzanares de Rioja";60;1791.0;22141;"26094000201";"Manzanares de Rioja";34;"-2,89498957";"42,39529242";806
4142;"26";"Matute";97;2564.0;28559;"26095000101";"Matute";91;"-2,79506671";"42,29852131";682
4143;"26";"Medrano";341;745.0;12775;"26096000101";"Medrano";340;"-2,55402689";"42,38222214";600
4144;"26";"Munilla";108;5418.0;54836;"26098000101";"Munilla";84;"-2,29526213";"42,188461";790
4145;"26";"Murillo de Río Leza";1617;4606.0;33971;"26099000101";"Murillo de Río Leza";1617;"-2,32507774";"42,40181532";411
4146;"26";"Muro de Aguas";67;3090.0;29247;"26100000201";"Muro de Aguas";62;"-2,11219653";"42,13342059";893
4147;"26";"Muro en Cameros";35;1598.0;16797;"26101000101";"Muro en Cameros";35;"-2,52993363";"42,22505911";1111
4148;"26";"Nájera";8060;3743.0;47812;"26102000101";"Nájera";8060;"-2,73573434";"42,41601826";491
4149;"26";"Nalda";1127;2459.0;27698;"26103000201";"Nalda";898;"-2,48760349";"42,33457253";630
4150;"26";"Navajún";10;1637.0;20289;"26104000101";"Navajún";10;"-2,09874722";"41,96408418";930
4151;"26";"Navarrete";2996;2853.0;26216;"26105000101";"Navarrete";2995;"-2,56153157";"42,42953238";519
4152;"26";"Nestares";86;2160.0;20510;"26106000101";"Nestares";81;"-2,61993696";"42,27015415";866
4153;"26";"Nieva de Cameros";89;4204.0;29823;"26107000201";"Nieva de Cameros";73;"-2,66665054";"42,2189643";1017
4154;"26";"Ocón";332;6092.0;41841;"26108000201";"Los Molinos de Ocón";37;"-2,24330533";"42,29909451";898
4155;"26";"Ochánduri";79;1172.0;17140;"26109000101";"Ochánduri";79;"-3,0043485";"42,52520778";551
4156;"26";"Ojacastro";182;4432.0;32866;"26110000301";"Ojacastro";169;"-3,00530987";"42,34666356";793
4157;"26";"Ollauri";310;259.0;7059;"26111000101";"Ollauri";309;"-2,83445823";"42,541477";507
4158;"26";"Ortigosa de Cameros";224;3301.0;25352;"26112000101";"Ortigosa de Cameros";204;"-2,70465368";"42,1761987";1047
4159;"26";"Pazuengos";26;2511.0;29233;"26113000101";"Pazuengos";26;"-2,9261868";"42,31723446";1161
4160;"26";"Pedroso";83;1929.0;22840;"26114000101";"Pedroso";80;"-2,71923203";"42,30128704";780
4161;"26";"Pinillos";20;1188.0;16406;"26115000101";"Pinillos";20;"-2,59674348";"42,19937579";1004
4162;"26";"Pradejón";3928;3175.0;29333;"26117000101";"Pradejón";3928;"-2,06906863";"42,3345457";361
4163;"26";"Pradillo";64;1027.0;13877;"26118000101";"Pradillo";64;"-2,64084276";"42,17637639";883
4164;"26";"Préjano";207;4239.0;28097;"26119000101";"Préjano";204;"-2,17925473";"42,18759825";719
4165;"26";"Quel";2074;5477.0;42253;"26120000101";"Quel";2074;"-2,0478411";"42,22900027";492
4166;"26";"Rabanera";32;1380.0;18844;"26121000101";"Rabanera";32;"-2,48659826";"42,1896585";972
4167;"26";"El Rasillo de Cameros";136;1584.0;21801;"26122000101";"El Rasillo de Cameros";135;"-2,69766025";"42,19536391";1101
4168;"26";"El Redal";148;840.0;15129;"26123000101";"El Redal";136;"-2,20170124";"42,33779905";529
4169;"26";"Ribafrecha";1009;3458.0;26284;"26124000101";"Ribafrecha";997;"-2,3875043";"42,35515509";501
4170;"26";"Rincón de Soto";3900;1985.0;22338;"26125000101";"Rincón de Soto";3900;"-1,85033225";"42,23484391";283
4171;"26";"Robres del Castillo";26;3587.0;28234;"26126000101";"Robres del Castillo";8;"-2,29164064";"42,27399759";724
4172;"26";"Rodezno";212;1430.0;26193;"26127000201";"Rodezno";212;"-2,8447269";"42,52600138";545
4173;"26";"Sajazarra";129;1383.0;21627;"26128000101";"Sajazarra";129;"-2,96108476";"42,58887237";519
4174;"26";"San Asensio";1111;3232.0;37206;"26129000101";"San Asensio";1074;"-2,74969065";"42,49719308";530
4175;"26";"San Millán de la Cogolla";224;3118.0;48468;"26130000201";"San Millán de la Cogolla";192;"-2,86476296";"42,32645421";729
4176;"26";"San Millán de Yécora";34;1077.0;15865;"26131000101";"San Millán de Yécora";34;"-3,0963062";"42,54723292";655
4177;"26";"San Román de Cameros";131;4750.0;51740;"26132000101";"San Román de Cameros";110;"-2,47510422";"42,23211602";850
4178;"26";"Santa Coloma";97;2024.0;19870;"26134000101";"Santa Coloma";95;"-2,65614797";"42,36739938";762
4179;"26";"Santa Engracia del Jubera";174;8606.0;58214;"26135000601";"Santa Engracia del Jubera";80;"-2,30546988";"42,31549243";655
4180;"26";"Santa Eulalia Bajera";108;842.0;15906;"26136000101";"Santa Eulalia Bajera";108;"-2,19083863";"42,20983601";617
4181;"26";"Santo Domingo de la Calzada";6222;4008.0;34105;"26138000101";"Santo Domingo de la Calzada";6222;"-2,95339794";"42,44063181";640
4182;"26";"San Torcuato";68;1082.0;19532;"26139000201";"San Torcuato";68;"-2,89028081";"42,48183549";602
4183;"26";"Santurde de Rioja";278;1543.0;18814;"26140000101";"Santurde de Rioja";276;"-2,98016437";"42,38966574";714
4184;"26";"Santurdejo";99;1834.0;21098;"26141000101";"Santurdejo";99;"-2,95429551";"42,37786022";781
4185;"26";"San Vicente de la Sonsierra";1015;4852.0;42719;"26142000301";"San Vicente de la Sonsierra";971;"-2,7582617";"42,56223412";497
4186;"26";"Sojuela";465;1514.0;18429;"26143000101";"Sojuela";455;"-2,54549093";"42,36994043";670
4187;"26";"Sorzano";230;1022.0;16894;"26144000101";"Sorzano";221;"-2,52820878";"42,34235712";722
4188;"26";"Sotés";276;1459.0;22131;"26145000101";"Sotés";217;"-2,60244308";"42,40014229";672
4189;"26";"Soto en Cameros";84;4904.0;45269;"26146000101";"Soto en Cameros";70;"-2,42541404";"42,28577956";719
4190;"26";"Terroba";37;883.0;18201;"26147000101";"Terroba";37;"-2,44396966";"42,25844737";798
4191;"26";"Tirgo";183;910.0;18407;"26148000101";"Tirgo";178;"-2,94935944";"42,54581957";521
4192;"26";"Tobía";49;3493.0;33436;"26149000101";"Tobía";47;"-2,81569109";"42,29828633";688
4193;"26";"Tormantos";116;1106.0;17945;"26150000101";"Tormantos";116;"-3,07401677";"42,49438442";608
4194;"26";"Torrecilla en Cameros";454;3045.0;31441;"26151000101";"Torrecilla en Cameros";450;"-2,63033158";"42,25523791";740
4195;"26";"Torrecilla sobre Alesanco";35;435.0;12245;"26152000101";"Torrecilla sobre Alesanco";35;"-2,83323036";"42,40881768";617
4196;"26";"Torre en Cameros";10;1163.0;15689;"26153000101";"Torre en Cameros";10;"-2,51890282";"42,24149471";1153
4197;"26";"Torremontalbo";11;492.0;11002;"26154000201";"Torremontalbo";11;"-2,68511186";"42,50063539";424
4198;"26";"Treviana";145;3493.0;29546;"26155000101";"Treviana";145;"-3,05149407";"42,55851865";597
4199;"26";"Tricio";360;635.0;11336;"26157000101";"Tricio";357;"-2,71914869";"42,40138901";564
4200;"26";"Tudelilla";334;1906.0;23569;"26158000101";"Tudelilla";334;"-2,11780364";"42,29989822";545
4201;"26";"Uruñuela";975;1362.0;17356;"26160000101";"Uruñuela";975;"-2,70826778";"42,44170836";497
4202;"26";"Valdemadera";10;1393.0;18799;"26161000101";"Valdemadera";10;"-2,0744415";"41,98415532";975
4203;"26";"Valgañón";137;3174.0;31037;"26162000101";"Valgañón";133;"-3,0674393";"42,31696908";940
4204;"26";"Ventosa";214;962.0;14682;"26163000101";"Ventosa";208;"-2,62678139";"42,40427692";642
4205;"26";"Ventrosa";55;7292.0;47769;"26164000101";"Ventrosa";55;"-2,84963313";"42,15765858";988
4206;"26";"Viguera";397;4172.0;31185;"26165000301";"Viguera";330;"-2,53355795";"42,3085612";698
4207;"26";"Villalba de Rioja";163;895.0;13880;"26166000101";"Villalba de Rioja";163;"-2,88706672";"42,60971597";561
4208;"26";"Villalobar de Rioja";69;1094.0;15594;"26167000101";"Villalobar de Rioja";69;"-2,96418974";"42,49124941";585
4209;"26";"Villamediana de Iregua";8608;2045.0;19061;"26168000201";"Villamediana de Iregua";8325;"-2,41987358";"42,42647078";440
4210;"26";"Villanueva de Cameros";73;1844.0;18541;"26169000201";"Villanueva de Cameros";60;"-2,64985154";"42,16757809";899
4211;"26";"El Villar de Arnedo";590;1824.0;21057;"26170000101";"El Villar de Arnedo";590;"-2,09416432";"42,31979706";428
4212;"26";"Villar de Torre";163;1199.0;18696;"26171000101";"Villar de Torre";163;"-2,86673225";"42,37058627";765
4213;"26";"Villarejo";34;638.0;14645;"26172000101";"Villarejo";34;"-2,88761833";"42,37286035";835
4214;"26";"Villarroya";5;1176.0;18761;"26173000101";"Villarroya";5;"-2,06769145";"42,1318962";928
4215;"26";"Villarta-Quintana";136;2472.0;37106;"26174000301";"Villarta-Quintana";90;"-3,04598267";"42,43261767";743
4216;"26";"Villavelayo";39;8906.0;48131;"26175000101";"Villavelayo";39;"-2,98557518";"42,13118906";937
4217;"26";"Villaverde de Rioja";59;586.0;12698;"26176000101";"Villaverde de Rioja";59;"-2,81344263";"42,32007746";811
4218;"26";"Villoslada de Cameros";354;9470.0;49445;"26177000101";"Villoslada de Cameros";336;"-2,67313296";"42,11360843";1064
4219;"26";"Viniegra de Abajo";81;6567.0;61885;"26178000101";"Viniegra de Abajo";81;"-2,88777249";"42,1522989";880
4220;"26";"Viniegra de Arriba";37;3846.0;29133;"26179000101";"Viniegra de Arriba";37;"-2,83478683";"42,09549339";1181
4221;"26";"Zarratón";256;1866.0;22210;"26180000101";"Zarratón";256;"-2,88249052";"42,51578005";562
4222;"26";"Zarzosa";13;1829.0;24492;"26181000101";"Zarzosa";13;"-2,34286122";"42,18216942";978
4223;"26";"Zorraquín";90;643.0;11888;"26183000101";"Zorraquín";90;"-3,03892723";"42,32580814";863
4224;"27";"Abadín";2297;19555.0;84790;"27001010101";"Abadín o Provecende";113;"-7,474995967";"43,36358653";512
4225;"27";"Alfoz";1610;7751.0;46824;"27002061201";"A Seara";204;"-7,418091367";"43,52709498";80
4226;"27";"Antas de Ulla";1935;10360.0;50365;"27003060101";"Antas de Ulla";629;"-7,890354261";"42,78264171";555
4227;"27";"Baleira";1190;16881.0;79008;"27004050101";"O Cádavo";151;"-7,245980275";"43,01545659";720
4228;"27";"Barreiros";3001;7260.0;53010;"27005010701";"San Cosme";517;"-7,233441183";"43,54048059";68
4229;"27";"Becerreá";2826;17204.0;65907;"27006030101";"Becerreá";1455;"-7,161554483";"42,85315143";638
4230;"27";"Begonte";2976;12679.0;59898;"27007030201";"Begonte";129;"-7,685861819";"43,14996043";399
4231;"27";"Bóveda";1407;9110.0;42909;"27008010101";"Bóveda";376;"-7,484944839";"42,62359012";356
4232;"27";"Carballedo";2123;13885.0;85349;"27009180101";"A Barrela";222;"-7,813409447";"42,53871361";637
4233;"27";"Castro de Rei";5110;17697.0;92937;"27010060101";"Castro de Rei";188;"-7,398831947";"43,20732709";438
4234;"27";"Castroverde";2609;17414.0;65041;"27011370101";"Castroverde";340;"-7,327239492";"43,02953224";592
4235;"27";"Cervantes";1288;27763.0;100322;"27012070101";"San Román";60;"-7,063501831";"42,87290315";616
4236;"27";"Cervo";4192;7785.0;51753;"27013030201";"Cervo";480;"-7,411212375";"43,67155829";71
4237;"27";"O Corgo";3440;15738.0;68922;"27014130201";"O Corgo";124;"-7,423694444";"42,94094444";433
4238;"27";"Cospeito";4374;14450.0;80354;"27015150701";"A Feira do Monte";430;"-7,557226606";"43,23641239";416
4239;"27";"Chantada";8134;17672.0;73839;"27016000101";"Chantada";4557;"-7,768863225";"42,60746956";481
4240;"27";"Folgoso do Courel";989;19333.0;88562;"27017020401";"Folgoso do Courel";170;"-7,192789889";"42,58765421";611
4241;"27";"A Fonsagrada";3328;43842.0;121013;"27018090101";"A Fonsagrada";1099;"-7,067361111";"43,12638889";949
4242;"27";"Foz";10078;10028.0;58160;"27019040301";"Foz";5452;"-7,259716642";"43,56849893";37
4243;"27";"Friol";3682;29228.0;81499;"27020090101";"Friol";566;"-7,791281442";"43,02889151";482
4244;"27";"Xermade";1768;16546.0;80458;"27021101701";"Xermade";90;"-7,813336881";"43,35478495";470
4245;"27";"Guitiriz";5455;29398.0;100415;"27022041001";"Guitiriz";1915;"-7,894119233";"43,18089716";454
4246;"27";"Guntín";2638;15477.0;85868;"27023100101";"Guntín de Pallares";276;"-7,698064872";"42,89080404";473
4247;"27";"O Incio";1521;14609.0;68262;"27024110101";"A Cruz do Incio";209;"-7,363922339";"42,65647891";740
4248;"27";"Xove";3360;8912.0;57862;"27025070901";"Xove";1472;"-7,509222222";"43,68622222";61
4249;"27";"Láncara";2551;12160.0;70991;"27026140201";"A Pobra de San Xiao";737;"-7,443999875";"42,86524581";370
4250;"27";"Lourenzá";2129;6253.0;43129;"27027032501";"Vilanova";920;"-7,2987936";"43,47091601";57
4251;"27";"Lugo";97613;32977.0;100835;"27028000101";"Lugo";89769;"-7,555755439";"43,00988951";462
4252;"27";"Meira";1731;4655.0;41893;"27029011301";"Meira";888;"-7,292075967";"43,21280627";486
4253;"27";"Mondoñedo";3480;14269.0;67399;"27030000101";"Mondoñedo";1707;"-7,363834875";"43,42972589";141
4254;"27";"Monforte de Lemos";18242;19951.0;85012;"27031000101";"Monforte de Lemos";15955;"-7,516844378";"42,52283979";295
4255;"27";"Monterroso";3562;11458.0;68668;"27032150501";"Monterroso";2023;"-7,836525467";"42,79308484";542
4256;"27";"Muras";611;16380.0;94169;"27033053301";"Muras";93;"-7,722895472";"43,46720201";482
4257;"27";"Navia de Suarna";1041;24368.0;113862;"27034120201";"A Proba";268;"-7,006221686";"42,96430903";295
4258;"27";"Negueira de Muñiz";223;7234.0;43214;"27035040201";"Negueira";46;"-6,893888889";"43,13441667";366
4259;"27";"As Nogais";1018;11034.0;59090;"27037040101";"As Nogais";165;"-7,109325925";"42,80915776";509
4260;"27";"Ourol";984;14207.0;82502;"27038062601";"Ourol";45;"-7,642234017";"43,56466078";278
4261;"27";"Outeiro de Rei";5216;13419.0;67596;"27039190201";"Outeiro de Rei";277;"-7,613666667";"43,10188889";414
4262;"27";"Palas de Rei";3316;19968.0;78998;"27040290201";"Palas de Rei";849;"-7,869267642";"42,87311805";553
4263;"27";"Pantón";2429;14324.0;67401;"27041100401";"O Castro de Ferreira";394;"-7,62328355";"42,50578767";382
4264;"27";"Paradela";1723;12111.0;57959;"27042120501";"Paradela";216;"-7,565183272";"42,76141448";597
4265;"27";"O Páramo";1347;7480.0;47120;"27043161201";"O Páramo";36;"-7,499127547";"42,84437871";404
4266;"27";"A Pastoriza";2918;17498.0;77387;"27044120101";"Pastoriza";163;"-7,351704158";"43,30024095";548
4267;"27";"Pedrafita do Cebreiro";943;10491.0;65445;"27045090101";"Pedrafita do Cebreiro";186;"-7,02157755";"42,72686364";1106
4268;"27";"Pol";1634;12590.0;63230;"27046150101";"Mosteiro";218;"-7,353424681";"43,1298103";512
4269;"27";"A Pobra do Brollón";1615;17671.0;76211;"27047170301";"A Pobra do Brollón";251;"-7,393326758";"42,55731338";387
4270;"27";"A Pontenova";2207;13584.0;63871;"27048030501";"A Pontenova";696;"-7,1925";"43,34755556";80
4271;"27";"Portomarín";1382;11510.0;54606;"27049120301";"Portomarín";411;"-7,615982844";"42,80768725";391
4272;"27";"Quiroga";3151;31756.0;114648;"27050160801";"Quiroga";1457;"-7,274041539";"42,47621289";273
4273;"27";"Ribadeo";9871;10913.0;65740;"27051080101";"Ribadeo";6922;"-7,039512003";"43,53629223";47
4274;"27";"Ribas de Sil";946;6778.0;52575;"27052051301";"San Clodio";619;"-7,287606547";"42,46637521";247
4275;"27";"Ribeira de Piquín";513;7299.0;48976;"27053040401";"O Chao de Pousadoiro";54;"-7,202523706";"43,20033137";246
4276;"27";"Riotorto";1213;6633.0;59924;"27054081201";"As Rodrigas";136;"-7,261117819";"43,3420391";198
4277;"27";"Samos";1222;13676.0;76825;"27055200401";"Samos";147;"-7,326522433";"42,73077223";531
4278;"27";"Rábade";1524;517.0;9469;"27056010101";"Rábade";1524;"-7,622281878";"43,12081156";410
4279;"27";"Sarria";13257;18461.0;70623;"27057000101";"Sarria";9205;"-7,416287433";"42,77697592";462
4280;"27";"O Saviñao";3589;19655.0;70835;"27058260201";"Escairón";804;"-7,64010255";"42,5860932";613
4281;"27";"Sober";2243;13335.0;68516;"27059040201";"Sober";325;"-7,586633572";"42,4621143";400
4282;"27";"Taboada";2689;14666.0;68129;"27060060501";"Taboada";760;"-7,761891414";"42,71622528";546
4283;"27";"Trabada";1114;8266.0;51246;"27061054101";"Trabada";205;"-7,194380219";"43,44703826";209
4284;"27";"Triacastela";627;5118.0;33860;"27062070401";"Triacastela";114;"-7,243142736";"42,75455759";653
4285;"27";"O Valadouro";1960;11054.0;61344;"27063030301";"Ferreira";849;"-7,437988439";"43,54920345";104
4286;"27";"O Vicedo";1657;7595.0;70344;"27064072601";"O Vicedo";763;"-7,675139453";"43,73251132";21
4287;"27";"Vilalba";14006;38075.0;124162;"27065280101";"Vilalba";5841;"-7,680761317";"43,29710869";487
4288;"27";"Viveiro";15312;10933.0;79485;"27066000101";"Viveiro";7526;"-7,597307264";"43,66074911";5
4289;"27";"Baralla";2445;14116.0;64361;"27901030101";"Baralla";704;"-7,251083333";"42,89386111";494
4290;"27";"Burela";9428;777.0;15070;"27902000101";"Burela";9428;"-7,357704019";"43,65912386";15
4291;"28";"La Acebeda";55;2205.0;21226;"28001000101";"La Acebeda";43;"-3,62520402";"41,08669701";1271
4292;"28";"Ajalvir";4676;1961.0;25139;"28002000101";"Ajalvir";4673;"-3,48071016";"40,53506813";680
4293;"28";"Alameda del Valle";246;2500.0;31835;"28003000101";"Alameda del Valle";243;"-3,84366195";"40,91658315";1104
4294;"28";"El Álamo";9908;2224.0;19375;"28004000101";"El Álamo";9833;"-3,99079756";"40,22825607";608
4295;"28";"Alcalá de Henares";195982;8772.0;62330;"28005000101";"Alcalá de Henares";195766;"-3,36925102";"40,48033232";587
4296;"28";"Alcobendas";116589;4498.0;40498;"28006000101";"Alcobendas";116476;"-3,63240185";"40,54104188";669
4297;"28";"Alcorcón";170817;3373.0;27864;"28007000101";"Alcorcón";166672;"-3,82849494";"40,35156977";711
4298;"28";"Aldea del Fresno";3085;5178.0;35734;"28008000101";"Aldea del Fresno";2389;"-4,20244123";"40,32590971";467
4299;"28";"Algete";20749;3788.0;44343;"28009000101";"Algete";15604;"-3,49771503";"40,59595962";704
4300;"28";"Alpedrete";14959;1263.0;16234;"28010000101";"Alpedrete";11425;"-4,02378568";"40,65875745";916
4301;"28";"Ambite";662;2599.0;25796;"28011000101";"Ambite";402;"-3,17875526";"40,33178686";679
4302;"28";"Anchuelo";1359;2154.0;24718;"28012000101";"Anchuelo";1331;"-3,26974566";"40,4657949";756
4303;"28";"Aranjuez";59833;20111.0;139874;"28013000201";"Aranjuez";51958;"-3,60279693";"40,03340145";495
4304;"28";"Arganda del Rey";56386;7964.0;45038;"28014000101";"Arganda del Rey";48361;"-3,43911167";"40,30073423";613
4305;"28";"Arroyomolinos";33687;2065.0;27504;"28015000101";"Arroyomolinos";14206;"-3,91935505";"40,26819762";601
4306;"28";"El Atazar";109;2954.0;26956;"28016000101";"El Atazar";107;"-3,47046361";"40,9344984";992
4307;"28";"Batres";1820;2137.0;23441;"28017000101";"Batres";757;"-3,92356386";"40,21091034";606
4308;"28";"Becerril de la Sierra";6108;3035.0;47937;"28018000101";"Becerril de la Sierra";5377;"-3,98629757";"40,71729661";1078
4309;"28";"Belmonte de Tajo";1751;2371.0;24863;"28019000101";"Belmonte de Tajo";1742;"-3,33946172";"40,1340266";733
4310;"28";"Berzosa del Lozoya";216;1431.0;19116;"28020000101";"Berzosa del Lozoya";206;"-3,52403942";"40,9755529";1092
4311;"28";"El Berrueco";796;2879.0;23888;"28021000101";"El Berrueco";623;"-3,55771458";"40,88952805";932
4312;"28";"Boadilla del Monte";59052;4719.0;32559;"28022000101";"Boadilla del Monte";40981;"-3,87580597";"40,40783457";682
4313;"28";"El Boalo";8009;3959.0;55428;"28023000101";"El Boalo";2353;"-3,91803426";"40,71934583";942
4314;"28";"Braojos";218;2492.0;20954;"28024000101";"Braojos";217;"-3,64336064";"41,04025017";1194
4315;"28";"Brea de Tajo";523;4432.0;28233;"28025000101";"Brea de Tajo";417;"-3,10783324";"40,23017687";713
4316;"28";"Brunete";10726;4894.0;32787;"28026000101";"Brunete";9485;"-3,99857387";"40,40551557";653
4317;"28";"Buitrago del Lozoya";1940;2649.0;33460;"28027000101";"Buitrago del Lozoya";1930;"-3,636446841";"40,99348063";975
4318;"28";"Bustarviejo";2701;5731.0;33695;"28028000101";"Bustarviejo";2218;"-3,70957492";"40,85846301";1218
4319;"28";"Cabanillas de la Sierra";837;1407.0;17468;"28029000101";"Cabanillas de la Sierra";774;"-3,62442693";"40,82120948";919
4320;"28";"La Cabrera";2782;2240.0;19564;"28030000101";"La Cabrera";2720;"-3,61496138";"40,86461768";1039
4321;"28";"Cadalso de los Vidrios";3203;4764.0;33611;"28031000101";"Cadalso de los Vidrios";2840;"-4,44264984";"40,30162349";804
4322;"28";"Camarma de Esteruelas";7555;3543.0;36260;"28032000101";"Camarma de Esteruelas";7060;"-3,37906937";"40,55005773";689
4323;"28";"Campo Real";6416;6174.0;34197;"28033000101";"Campo Real";5876;"-3,38276454";"40,33920494";777
4324;"28";"Canencia";461;5269.0;35361;"28034000101";"Canencia";440;"-3,73782303";"40,90960627";1139
4325;"28";"Carabaña";2142;4757.0;28069;"28035000101";"Carabaña";2088;"-3,23708598";"40,25687898";630
4326;"28";"Casarrubuelos";3939;532.0;10933;"28036000101";"Casarrubuelos";3927;"-3,83356503";"40,17177164";622
4327;"28";"Cenicientos";2083;6748.0;38004;"28037000102";"Cenicientos";2018;"-4,4666061";"40,26404347";774
4328;"28";"Cercedilla";7359;3577.0;25998;"28038000201";"Cercedilla";6892;"-4,05622297";"40,74278443";1214
4329;"28";"Cervera de Buitrago";158;1201.0;18878;"28039000101";"Cervera de Buitrago";141;"-3,5304711";"40,92219447";916
4330;"28";"Ciempozuelos";25083;4963.0;38554;"28040000101";"Ciempozuelos";25073;"-3,61650145";"40,15853479";567
4331;"28";"Cobeña";7444;2083.0;24102;"28041000101";"Cobeña";7429;"-3,50463919";"40,56741657";676
4332;"28";"Colmenar del Arroyo";1875;5056.0;43608;"28042000101";"Colmenar del Arroyo";1569;"-4,20206147";"40,41924634";687
4333;"28";"Colmenar de Oreja";8303;11432.0;73181;"28043000201";"Colmenar de Oreja";5447;"-3,38841132";"40,10762015";755
4334;"28";"Colmenarejo";9376;3169.0;29709;"28044000101";"Colmenarejo";9293;"-4,0174095";"40,56052952";873
4335;"28";"Colmenar Viejo";52480;18256.0;88827;"28045000101";"Colmenar Viejo";51149;"-3,76665012";"40,65765068";879
4336;"28";"Collado Mediano";7348;2257.0;20042;"28046000101";"Collado Mediano";6277;"-4,02307588";"40,69436536";1032
4337;"28";"Collado Villalba";63825;2652.0;24374;"28047000101";"Collado Villalba";17028;"-3,99272535";"40,64302937";918
4338;"28";"Corpa";742;2591.0;20557;"28048000101";"Corpa";741;"-3,26254358";"40,42450437";815
4339;"28";"Coslada";81273;1201.0;15914;"28049000101";"Coslada";81273;"-3,56749362";"40,42654912";620
4340;"28";"Cubas de la Sagra";6642;1282.0;16868;"28050000101";"Cubas de la Sagra";3791;"-3,83796534";"40,19152446";647
4341;"28";"Chapinería";2494;2539.0;29105;"28051000101";"Chapinería";2348;"-4,20973613";"40,37781543";681
4342;"28";"Chinchón";5506;11590.0;59766;"28052000101";"Chinchón";4429;"-3,42230623";"40,14126916";758
4343;"28";"Daganzo de Arriba";10520;4377.0;38001;"28053000101";"Daganzo de Arriba";10520;"-3,45842772";"40,54533857";666
4344;"28";"El Escorial";16594;6875.0;44101;"28054000401";"El Escorial";8988;"-4,12698622";"40,5849622";905
4345;"28";"Estremera";1381;7909.0;54631;"28055000202";"Estremera";1089;"-3,10588334";"40,18481639";642
4346;"28";"Fresnedillas de la Oliva";1742;2819.0;27048;"28056000101";"Fresnedillas de la Oliva";1685;"-4,17012337";"40,48759971";899
4347;"28";"Fresno de Torote";2416;3158.0;25895;"28057000102";"Fresno de Torote";2;"-3,41188083";"40,59279221";653
4348;"28";"Fuenlabrada";192233;3941.0;32804;"28058000102";"Fuenlabrada";164277;"-3,79085287";"40,28221895";662
